datetime,price,quantity,venue
2020-07-01 09:34:21:004,367.2,94,XNGS
2020-07-01 09:34:21:004,367.2,6,XNGS
2020-07-01 09:34:21:004,367.2,103,XNGS
2020-07-01 09:34:21:004,367.2,1,XNGS
2020-07-01 09:34:21:004,367.19,99,XNGS
2020-07-01 09:34:21:004,367.19,1,XNGS
2020-07-01 09:34:21:004,367.19,7,XNAS
2020-07-01 09:34:21:004,367.19,50,XNGS
2020-07-01 09:34:21:004,367.19,59,XNGS
2020-07-01 09:34:21:004,367.19,100,ARCX
2020-07-01 09:34:21:005,367.2,2,FINR
2020-07-01 09:34:21:006,367.18,100,XNGS
2020-07-01 09:34:21:006,367.18,100,XNGS
2020-07-01 09:34:21:006,367.18,4,XNGS
2020-07-01 09:34:21:006,367.18,100,XNGS
2020-07-01 09:34:21:006,367.18,2,XNGS
2020-07-01 09:34:21:006,367.18,4,XNGS
2020-07-01 09:34:21:006,367.18,3,XNGS
2020-07-01 09:34:21:009,367.2,398,FINR
2020-07-01 09:34:21:009,367.17,100,XNGS
2020-07-01 09:34:21:013,367.21,43,FINR
2020-07-01 09:34:21:017,367.157,2500,FINR
2020-07-01 09:34:21:018,367.2,100,FINR
2020-07-01 09:34:21:022,367.2,100,FINR
2020-07-01 09:34:21:023,367.2,100,FINR
2020-07-01 09:34:21:023,367.18,100,XNGS
2020-07-01 09:34:21:039,367.14,6,FINR
2020-07-01 09:34:21:260,367.18,59,XNGS
2020-07-01 09:34:21:260,367.18,40,XNGS
2020-07-01 09:34:21:339,367.16,9,BATS
2020-07-01 09:34:21:339,367.16,91,BATS
2020-07-01 09:34:21:361,367.16,25,FINR
2020-07-01 09:34:21:362,367.1301,25,FINR
2020-07-01 09:34:21:391,367.19,100,XNGS
2020-07-01 09:34:21:391,367.19,100,XNGS
2020-07-01 09:34:21:470,367.2,1,XNGS
2020-07-01 09:34:21:507,367.1801,5000,FINR
2020-07-01 09:34:21:573,367.18,1,FINR
2020-07-01 09:34:21:704,367.2,401,ARCX
2020-07-01 09:34:21:708,367.2,451,FINR
2020-07-01 09:34:21:772,367.24,23,BATS
2020-07-01 09:34:21:772,367.24,77,BATS
2020-07-01 09:34:21:781,367.27,1,XNGS
2020-07-01 09:34:21:862,367.24,10,FINR
2020-07-01 09:34:21:908,367.2092,250,FINR
2020-07-01 09:34:21:970,367.2563,1,FINR
2020-07-01 09:34:22:037,367.22,5,XNAS
2020-07-01 09:34:22:037,367.2,5,PHLX
2020-07-01 09:34:22:037,367.2,2,PHLX
2020-07-01 09:34:22:037,367.23,60,XNGS
2020-07-01 09:34:22:037,367.22,88,XNGS
2020-07-01 09:34:22:037,367.22,100,XNGS
2020-07-01 09:34:22:037,367.21,78,XNGS
2020-07-01 09:34:22:037,367.22,100,BATS
2020-07-01 09:34:22:037,367.23,2,BATY
2020-07-01 09:34:22:037,367.22,12,BATS
2020-07-01 09:34:22:037,367.23,27,EDGX
2020-07-01 09:34:22:037,367.23,11,ARCX
2020-07-01 09:34:22:037,367.23,10,XNYS
2020-07-01 09:34:22:038,367.23,30,FINR
2020-07-01 09:34:22:043,367.25,110,XNGS
2020-07-01 09:34:22:045,367.28,100,PHLX
2020-07-01 09:34:22:045,367.28,200,XNGS
2020-07-01 09:34:22:045,367.28,1,XNGS
2020-07-01 09:34:22:045,367.28,200,XNGS
2020-07-01 09:34:22:045,367.28,300,XNGS
2020-07-01 09:34:22:045,367.27,100,BATS
2020-07-01 09:34:22:045,367.27,100,XNYS
2020-07-01 09:34:22:045,367.28,100,IEXG
2020-07-01 09:34:22:045,367.28,200,XNGS
2020-07-01 09:34:22:045,367.28,100,PHLX
2020-07-01 09:34:22:045,367.28,100,XNYS
2020-07-01 09:34:22:046,367.28,200,XNGS
2020-07-01 09:34:22:046,367.28,600,XNGS
2020-07-01 09:34:22:047,367.28,100,IEXG
2020-07-01 09:34:22:047,367.28,99,IEXG
2020-07-01 09:34:22:051,367.2522,5,FINR
2020-07-01 09:34:22:067,367.2799,25,FINR
2020-07-01 09:34:22:093,367.25,100,XNGS
2020-07-01 09:34:22:093,367.25,50,XNGS
2020-07-01 09:34:22:093,367.24,95,XNGS
2020-07-01 09:34:22:093,367.24,30,XNGS
2020-07-01 09:34:22:102,367.25,5,FINR
2020-07-01 09:34:22:277,367.24,3,XNGS
2020-07-01 09:34:22:279,367.24,97,XNGS
2020-07-01 09:34:22:279,367.24,100,XNGS
2020-07-01 09:34:22:279,367.24,8,XNGS
2020-07-01 09:34:22:279,367.24,86,XNGS
2020-07-01 09:34:22:340,367.2398,25,FINR
2020-07-01 09:34:22:358,367.21,300,FINR
2020-07-01 09:34:22:412,367.19,25,FINR
2020-07-01 09:34:22:489,367.2,100,XNGS
2020-07-01 09:34:22:489,367.2,4,XNGS
2020-07-01 09:34:22:489,367.19,5,EDGX
2020-07-01 09:34:22:489,367.18,27,EDGX
2020-07-01 09:34:22:489,367.18,195,EDGX
2020-07-01 09:34:22:489,367.2,2,BATY
2020-07-01 09:34:22:489,367.19,9,BATS
2020-07-01 09:34:22:489,367.19,100,BATS
2020-07-01 09:34:22:489,367.19,37,BATS
2020-07-01 09:34:22:489,367.2,11,ARCX
2020-07-01 09:34:22:489,367.2,10,XNYS
2020-07-01 09:34:22:520,367.23,80,FINR
2020-07-01 09:34:22:526,367.23,27,FINR
2020-07-01 09:34:22:695,367.205,1,FINR
2020-07-01 09:34:22:746,367.205,1,FINR
2020-07-01 09:34:22:774,367.23,103,XNGS
2020-07-01 09:34:22:774,367.23,93,XNGS
2020-07-01 09:34:22:830,367.2,50,XNGS
2020-07-01 09:34:22:943,367.2298,50,FINR
2020-07-01 09:34:22:985,367.19,500,ARCX
2020-07-01 09:34:22:986,367.19,200,ARCX
2020-07-01 09:34:22:986,367.22,100,FINR
2020-07-01 09:34:22:987,367.22,100,FINR
2020-07-01 09:34:22:987,367.19,100,ARCX
2020-07-01 09:34:22:996,367.23,1,FINR
2020-07-01 09:34:23:050,367.195,100,FINR
2020-07-01 09:34:23:130,367.19,100,FINR
2020-07-01 09:34:23:288,367.22,1,FINR
2020-07-01 09:34:23:330,367.185,2,FINR
2020-07-01 09:34:23:372,367.22,2,XNGS
2020-07-01 09:34:23:409,367.195,1,FINR
2020-07-01 09:34:23:414,367.19,100,FINR
2020-07-01 09:34:23:477,367.2,4,XNGS
2020-07-01 09:34:23:477,367.2,50,XNGS
2020-07-01 09:34:23:477,367.2,4,XNGS
2020-07-01 09:34:23:477,367.2,4,XNGS
2020-07-01 09:34:23:477,367.2,4,XNGS
2020-07-01 09:34:23:500,367.2,4,XNGS
2020-07-01 09:34:23:511,367.16,100,XCIS
2020-07-01 09:34:23:607,367.2,1,XNGS
2020-07-01 09:34:23:736,367.185,15,FINR
2020-07-01 09:34:23:828,367.185,100,FINR
2020-07-01 09:34:23:829,367.2,4,XNGS
2020-07-01 09:34:23:830,367.2,4,XNGS
2020-07-01 09:34:23:838,367.16,100,XCIS
2020-07-01 09:34:23:932,367.21,8,BATY
2020-07-01 09:34:23:948,367.2,4,XNGS
2020-07-01 09:34:23:948,367.2,4,XNGS
2020-07-01 09:34:23:949,367.2,4,XNGS
2020-07-01 09:34:23:994,367.2,100,FINR
2020-07-01 09:34:24:085,367.185,5,FINR
2020-07-01 09:34:24:185,367.185,200,FINR
2020-07-01 09:34:24:210,367.2054,1,FINR
2020-07-01 09:34:24:250,367.2198,100,FINR
2020-07-01 09:34:24:323,367.15,10,FINR
2020-07-01 09:34:24:416,367.22,1,FINR
2020-07-01 09:34:24:421,367.22,2,FINR
2020-07-01 09:34:24:472,367.185,50,FINR
2020-07-01 09:34:24:518,367.21,50,XNGS
2020-07-01 09:34:24:642,367.23,500,FINR
2020-07-01 09:34:24:830,367.23,200,FINR
2020-07-01 09:34:25:056,367.16,10,FINR
2020-07-01 09:34:25:158,367.23,100,FINR
2020-07-01 09:34:25:253,367.23,3,FINR
2020-07-01 09:34:25:497,367.16,1,FINR
2020-07-01 09:34:25:556,367.19,1,XNGS
2020-07-01 09:34:25:556,367.18,9,BATS
2020-07-01 09:34:25:586,367.16,100,EDGA
2020-07-01 09:34:25:586,367.16,100,EDGX
2020-07-01 09:34:25:586,367.16,100,BATS
2020-07-01 09:34:25:586,367.16,100,XCIS
2020-07-01 09:34:25:586,367.16,100,ARCX
2020-07-01 09:34:25:699,367.18,3,FINR
2020-07-01 09:34:25:805,367.2099,100,FINR
2020-07-01 09:34:25:832,367.2,4,XNGS
2020-07-01 09:34:25:842,367.2098,1,FINR
2020-07-01 09:34:25:910,367.21,1,FINR
2020-07-01 09:34:25:984,367.19,20,XNGS
2020-07-01 09:34:26:083,367.15,2,FINR
2020-07-01 09:34:26:152,367.2072,1,FINR
2020-07-01 09:34:26:487,367.2098,1,FINR
2020-07-01 09:34:26:521,367.2053,2,FINR
2020-07-01 09:34:26:534,367.2098,1,FINR
2020-07-01 09:34:26:601,367.1644,4,FINR
2020-07-01 09:34:26:619,367.19,40,XNGS
2020-07-01 09:34:26:657,367.21,1,ARCX
2020-07-01 09:34:26:657,367.21,49,ARCX
2020-07-01 09:34:26:657,367.21,23,ARCX
2020-07-01 09:34:26:661,367.21,11,ARCX
2020-07-01 09:34:26:697,367.23,10,FINR
2020-07-01 09:34:26:710,367.21,5,ARCX
2020-07-01 09:34:26:786,367.1802,4,FINR
2020-07-01 09:34:26:850,367.19,2,FINR
2020-07-01 09:34:26:853,367.21,99,XNGS
2020-07-01 09:34:26:853,367.19,1,XNGS
2020-07-01 09:34:26:853,367.16,2,EDGA
2020-07-01 09:34:26:853,367.16,98,EDGA
2020-07-01 09:34:26:853,367.16,2,EDGX
2020-07-01 09:34:26:853,367.16,98,EDGX
2020-07-01 09:34:26:853,367.15,100,XCIS
2020-07-01 09:34:26:853,367.16,100,ARCX
2020-07-01 09:34:26:857,367.23,100,FINR
2020-07-01 09:34:26:968,367.1508,30,FINR
2020-07-01 09:34:26:979,367.17,53,FINR
2020-07-01 09:34:26:979,367.15,100,FINR
2020-07-01 09:34:26:979,367.15,100,FINR
2020-07-01 09:34:26:979,367.15,100,FINR
2020-07-01 09:34:26:991,367.19,38,XNGS
2020-07-01 09:34:26:991,367.16,62,XNGS
2020-07-01 09:34:26:991,367.16,100,BATS
2020-07-01 09:34:26:991,367.16,9,BATS
2020-07-01 09:34:26:991,367.15,38,BATS
2020-07-01 09:34:27:064,367.2,2,BATY
2020-07-01 09:34:27:198,367.19,30,FINR
2020-07-01 09:34:27:299,367.1666,1,FINR
2020-07-01 09:34:27:387,367.19,500,FINR
2020-07-01 09:34:27:398,367.1911,100,FINR
2020-07-01 09:34:27:599,367.2,30,ARCX
2020-07-01 09:34:27:615,367.1772,100,FINR
2020-07-01 09:34:27:627,367.23,50,FINR
2020-07-01 09:34:27:633,367.1656,7,FINR
2020-07-01 09:34:27:674,367.2,20,EDGX
2020-07-01 09:34:27:703,367.16,110,XNGS
2020-07-01 09:34:27:703,367.16,28,XNGS
2020-07-01 09:34:27:703,367.16,2,EDGX
2020-07-01 09:34:27:703,367.16,13,EDGX
2020-07-01 09:34:27:703,367.15,85,EDGX
2020-07-01 09:34:27:703,367.15,100,XNGS
2020-07-01 09:34:27:703,367.16,12,EDGA
2020-07-01 09:34:27:703,367.15,88,EDGA
2020-07-01 09:34:27:703,367.16,62,BATS
2020-07-01 09:34:27:703,367.15,100,ARCX
2020-07-01 09:34:27:703,367.15,12,EDGA
2020-07-01 09:34:27:703,367.15,62,BATS
2020-07-01 09:34:27:703,367.15,15,EDGX
2020-07-01 09:34:27:703,367.15,24,XCIS
2020-07-01 09:34:27:703,367.15,62,BATS
2020-07-01 09:34:27:703,367.15,38,BATS
2020-07-01 09:34:27:703,367.15,100,XNGS
2020-07-01 09:34:27:703,367.14,110,XNGS
2020-07-01 09:34:27:703,367.13,24,XNGS
2020-07-01 09:34:27:704,367.16,67,XNGS
2020-07-01 09:34:27:704,367.17,10,BATS
2020-07-01 09:34:27:704,367.16,10,EDGX
2020-07-01 09:34:27:704,367.18,100,FINR
2020-07-01 09:34:27:704,367.15,100,ARCX
2020-07-01 09:34:27:704,367.16,3,ARCX
2020-07-01 09:34:27:705,367.15,10,EDGX
2020-07-01 09:34:27:705,367.16,100,FINR
2020-07-01 09:34:27:706,367.16,200,FINR
2020-07-01 09:34:27:706,367.13,65,FINR
2020-07-01 09:34:27:707,367.13,55,FINR
2020-07-01 09:34:27:711,367.17,9,XNGS
2020-07-01 09:34:27:744,367.1499,40,FINR
2020-07-01 09:34:27:866,367.18,2,FINR
2020-07-01 09:34:27:989,367.14,100,XNGS
2020-07-01 09:34:27:989,367.14,100,ARCX
2020-07-01 09:34:28:014,367.13,100,XNGS
2020-07-01 09:34:28:014,367.13,110,XNGS
2020-07-01 09:34:28:014,367.13,7,XNGS
2020-07-01 09:34:28:014,367.13,100,ARCX
2020-07-01 09:34:28:015,367.12,68,XNGS
2020-07-01 09:34:28:015,367.12,100,XNGS
2020-07-01 09:34:28:015,367.12,100,XNGS
2020-07-01 09:34:28:015,367.12,100,XNGS
2020-07-01 09:34:28:015,367.11,81,XNGS
2020-07-01 09:34:28:015,367.11,19,XNGS
2020-07-01 09:34:28:015,367.11,100,XNGS
2020-07-01 09:34:28:015,367.11,81,XNGS
2020-07-01 09:34:28:015,367.11,100,XNGS
2020-07-01 09:34:28:015,367.11,100,XNGS
2020-07-01 09:34:28:015,367.12,12,XNGS
2020-07-01 09:34:28:015,367.11,19,XNGS
2020-07-01 09:34:28:015,367.11,81,XNGS
2020-07-01 09:34:28:015,367.11,100,XNGS
2020-07-01 09:34:28:015,367.1,100,XNGS
2020-07-01 09:34:28:015,367.1,1,BATS
2020-07-01 09:34:28:015,367.1,100,XNGS
2020-07-01 09:34:28:017,367.1,46,XNGS
2020-07-01 09:34:28:017,367.1,54,XNGS
2020-07-01 09:34:28:018,367.1,200,FINR
2020-07-01 09:34:28:019,367.1,66,XNGS
2020-07-01 09:34:28:024,367.09,100,FINR
2020-07-01 09:34:28:037,367.13,50,FINR
2020-07-01 09:34:28:040,367.14,50,FINR
2020-07-01 09:34:28:075,367.13,1000,FINR
2020-07-01 09:34:28:076,367.14,100,XNGS
2020-07-01 09:34:28:093,367.18,3,BATS
2020-07-01 09:34:28:127,367.1,55,FINR
2020-07-01 09:34:28:220,367.16,20,ARCX
2020-07-01 09:34:28:221,367.17,80,FINR
2020-07-01 09:34:28:242,367.155,50,FINR
2020-07-01 09:34:28:336,367.14,5,FINR
2020-07-01 09:34:28:342,367.1712,5477,FINR
2020-07-01 09:34:28:420,367.18,90,XCIS
2020-07-01 09:34:28:621,367.18,81,FINR
2020-07-01 09:34:28:692,367.164,3,FINR
2020-07-01 09:34:28:702,367.18,2,XCIS
2020-07-01 09:34:28:702,367.18,1,XCIS
2020-07-01 09:34:28:715,367.1367,100,FINR
2020-07-01 09:34:28:795,367.18,11,XNGS
2020-07-01 09:34:28:813,367.1499,200,FINR
2020-07-01 09:34:28:819,367.21,1,XNGS
2020-07-01 09:34:28:820,367.21,12,ARCX
2020-07-01 09:34:28:827,367.22,1,BATS
2020-07-01 09:34:28:829,367.23,1,BATS
2020-07-01 09:34:28:830,367.24,14,XNGS
2020-07-01 09:34:28:830,367.24,44,XNGS
2020-07-01 09:34:28:830,367.24,53,XNGS
2020-07-01 09:34:28:848,367.18,360,FINR
2020-07-01 09:34:28:861,367.228,500,FINR
2020-07-01 09:34:28:880,367.1839,4,FINR
2020-07-01 09:34:28:894,367.1768,200,FINR
2020-07-01 09:34:29:027,367.18,65,FINR
2020-07-01 09:34:29:221,367.17,59,XNGS
2020-07-01 09:34:29:226,367.1301,500,FINR
2020-07-01 09:34:29:374,367.1699,50,FINR
2020-07-01 09:34:29:421,367.17,53,BATS
2020-07-01 09:34:29:430,367.17,5,BATS
2020-07-01 09:34:29:431,367.17,10,BATS
2020-07-01 09:34:29:546,367.15,100,XNGS
2020-07-01 09:34:29:548,367.14,100,XNGS
2020-07-01 09:34:29:551,367.14,10,XNGS
2020-07-01 09:34:29:551,367.14,90,XNGS
2020-07-01 09:34:29:554,367.15,200,FINR
2020-07-01 09:34:29:612,367.14,10,XNGS
2020-07-01 09:34:29:612,367.14,40,XNGS
2020-07-01 09:34:29:612,367.13,50,XNGS
2020-07-01 09:34:29:617,367.15,100,XNGS
2020-07-01 09:34:29:617,367.16,100,XNGS
2020-07-01 09:34:29:618,367.16,100,BATS
2020-07-01 09:34:29:618,367.16,16,XCIS
2020-07-01 09:34:29:618,367.17,200,XNGS
2020-07-01 09:34:29:619,367.17,32,BATS
2020-07-01 09:34:29:813,367.18,5,EDGX
2020-07-01 09:34:30:042,367.165,300,FINR
2020-07-01 09:34:30:078,367.18,7,FINR
2020-07-01 09:34:30:128,367.2,1,FINR
2020-07-01 09:34:30:143,367.14,20,FINR
2020-07-01 09:34:30:223,367.165,10,FINR
2020-07-01 09:34:30:251,367.18,50,FINR
2020-07-01 09:34:30:267,367.165,1,FINR
2020-07-01 09:34:30:271,367.1654,25,FINR
2020-07-01 09:34:30:335,367.13,55,FINR
2020-07-01 09:34:30:336,367.14,60,XNGS
2020-07-01 09:34:30:336,367.14,100,XNGS
2020-07-01 09:34:30:336,367.14,35,XNGS
2020-07-01 09:34:30:336,367.13,50,FINR
2020-07-01 09:34:30:371,367.18,1,FINR
2020-07-01 09:34:30:479,367.18,70,EDGX
2020-07-01 09:34:30:479,367.2,100,XNGS
2020-07-01 09:34:30:479,367.2,1,XNGS
2020-07-01 09:34:30:479,367.19,50,XNYS
2020-07-01 09:34:30:479,367.21,2,XNGS
2020-07-01 09:34:30:496,367.239,100,FINR
2020-07-01 09:34:30:499,367.1999,100,FINR
2020-07-01 09:34:30:500,367.1999,780,FINR
2020-07-01 09:34:30:673,367.21,8,FINR
2020-07-01 09:34:30:738,367.195,300,FINR
2020-07-01 09:34:30:753,367.18,45,XNGS
2020-07-01 09:34:30:753,367.17,50,XNGS
2020-07-01 09:34:30:753,367.17,100,XNGS
2020-07-01 09:34:30:753,367.17,50,XNGS
2020-07-01 09:34:30:813,367.2195,9,FINR
2020-07-01 09:34:30:860,367.17,10,FINR
2020-07-01 09:34:30:943,367.2077,9,FINR
2020-07-01 09:34:30:953,367.17,100,XNGS
2020-07-01 09:34:30:953,367.17,127,XNGS
2020-07-01 09:34:30:953,367.17,23,XNGS
2020-07-01 09:34:30:957,367.18,30,FINR
2020-07-01 09:34:31:141,367.1656,500,FINR
2020-07-01 09:34:31:153,367.18,1,FINR
2020-07-01 09:34:31:156,367.18,22,FINR
2020-07-01 09:34:31:196,367.17,16,BATS
2020-07-01 09:34:31:201,367.13,25,FINR
2020-07-01 09:34:31:228,367.1765,100,FINR
2020-07-01 09:34:31:233,367.17,7,XNGS
2020-07-01 09:34:31:233,367.18,48,XNGS
2020-07-01 09:34:31:374,367.22,5,FINR
2020-07-01 09:34:31:405,367.1911,200,FINR
2020-07-01 09:34:31:464,367.15,7,XNGS
2020-07-01 09:34:31:478,367.165,16,FINR
2020-07-01 09:34:31:567,367.14,25,FINR
2020-07-01 09:34:31:601,367.2,8,FINR
2020-07-01 09:34:31:606,367.22,1,FINR
2020-07-01 09:34:31:649,367.2,10,FINR
2020-07-01 09:34:31:707,367.18,5,FINR
2020-07-01 09:34:31:730,367.2042,2,FINR
2020-07-01 09:34:31:906,367.2,150,FINR
2020-07-01 09:34:31:920,367.22,1,FINR
2020-07-01 09:34:32:063,367.2,3,BATS
2020-07-01 09:34:32:281,367.21,9,XNGS
2020-07-01 09:34:32:281,367.21,14,XNGS
2020-07-01 09:34:32:416,367.18,1,FINR
2020-07-01 09:34:32:431,367.1901,50,FINR
2020-07-01 09:34:32:662,367.215,100,IEXG
2020-07-01 09:34:32:666,367.215,100,IEXG
2020-07-01 09:34:32:712,367.2065,100,FINR
2020-07-01 09:34:32:776,367.2,50,XNGS
2020-07-01 09:34:32:793,367.14,25,FINR
2020-07-01 09:34:32:796,367.19,94,FINR
2020-07-01 09:34:32:817,367.24,100,FINR
2020-07-01 09:34:32:860,367.19,100,IEXG
2020-07-01 09:34:32:879,367.23,2,EDGX
2020-07-01 09:34:32:880,367.22,1,ARCX
2020-07-01 09:34:32:881,367.23,97,EDGX
2020-07-01 09:34:32:978,367.24,3,XNGS
2020-07-01 09:34:32:978,367.24,2,XNGS
2020-07-01 09:34:32:980,367.24,1,XNGS
2020-07-01 09:34:33:011,367.18,1,FINR
2020-07-01 09:34:33:020,367.2,100,XNGS
2020-07-01 09:34:33:020,367.19,50,XNGS
2020-07-01 09:34:33:020,367.18,50,XNGS
2020-07-01 09:34:33:023,367.22,100,FINR
2020-07-01 09:34:33:025,367.2,100,XNGS
2020-07-01 09:34:33:025,367.18,80,XNGS
2020-07-01 09:34:33:052,367.22,33,FINR
2020-07-01 09:34:33:052,367.2,100,IEXG
2020-07-01 09:34:33:074,367.22,9,FINR
2020-07-01 09:34:33:132,367.18,70,XNGS
2020-07-01 09:34:33:132,367.18,100,ARCX
2020-07-01 09:34:33:132,367.19,10,BATS
2020-07-01 09:34:33:132,367.19,10,BATS
2020-07-01 09:34:33:191,367.18,1,FINR
2020-07-01 09:34:33:194,367.18,100,XNGS
2020-07-01 09:34:33:194,367.18,50,XNGS
2020-07-01 09:34:33:199,367.16,5,FINR
2020-07-01 09:34:33:236,367.175,100,IEXG
2020-07-01 09:34:33:261,367.2124,1,FINR
2020-07-01 09:34:33:365,367.1447,15,FINR
2020-07-01 09:34:33:375,367.22,100,FINR
2020-07-01 09:34:33:455,367.21,2,FINR
2020-07-01 09:34:33:721,367.1401,2,FINR
2020-07-01 09:34:33:940,367.16,1,FINR
2020-07-01 09:34:34:174,367.2,1,FINR
2020-07-01 09:34:34:216,367.2,20,FINR
2020-07-01 09:34:34:346,367.21,28,FINR
2020-07-01 09:34:34:347,367.19,10,FINR
2020-07-01 09:34:34:394,367.176,10,FINR
2020-07-01 09:34:34:554,367.2094,4,FINR
2020-07-01 09:34:34:643,367.14,1,FINR
2020-07-01 09:34:34:781,367.18,100,FINR
2020-07-01 09:34:34:883,367.17,4,XNGS
2020-07-01 09:34:34:883,367.17,41,XNGS
2020-07-01 09:34:34:931,367.1486,1,FINR
2020-07-01 09:34:34:945,367.18,1,XNGS
2020-07-01 09:34:35:072,367.18,12,FINR
2020-07-01 09:34:35:100,367.18,1,FINR
2020-07-01 09:34:35:263,367.14,100,XNGS
2020-07-01 09:34:35:263,367.15,1,EDGA
2020-07-01 09:34:35:263,367.14,100,XNGS
2020-07-01 09:34:35:263,367.15,100,BATS
2020-07-01 09:34:35:263,367.13,100,EDGX
2020-07-01 09:34:35:263,367.14,100,BATS
2020-07-01 09:34:35:263,367.13,50,BATS
2020-07-01 09:34:35:263,367.12,250,BATS
2020-07-01 09:34:35:263,367.14,1,EDGA
2020-07-01 09:34:35:263,367.14,4,XNGS
2020-07-01 09:34:35:263,367.14,1,XNGS
2020-07-01 09:34:35:263,367.13,100,XNGS
2020-07-01 09:34:35:263,367.13,50,XNGS
2020-07-01 09:34:35:263,367.15,100,XASE
2020-07-01 09:34:35:263,367.13,100,BATS
2020-07-01 09:34:35:263,367.1,3,XNAS
2020-07-01 09:34:35:263,367.11,100,XNGS
2020-07-01 09:34:35:263,367.12,100,EDGX
2020-07-01 09:34:35:263,367.12,200,EDGX
2020-07-01 09:34:35:263,367.14,100,XASE
2020-07-01 09:34:35:263,367.14,21,XASE
2020-07-01 09:34:35:263,367.15,100,ARCX
2020-07-01 09:34:35:264,367.13,100,BATS
2020-07-01 09:34:35:264,367.12,100,EDGX
2020-07-01 09:34:35:264,367.12,250,BATS
2020-07-01 09:34:35:264,367.14,10,XNGS
2020-07-01 09:34:35:264,367.12,100,EDGX
2020-07-01 09:34:35:264,367.14,9,BATS
2020-07-01 09:34:35:264,367.14,9,BATS
2020-07-01 09:34:35:264,367.13,82,BATS
2020-07-01 09:34:35:267,367.09,100,ARCX
2020-07-01 09:34:35:268,367.17,50,FINR
2020-07-01 09:34:35:268,367.12,100,XNGS
2020-07-01 09:34:35:271,367.17,100,FINR
2020-07-01 09:34:35:272,367.12,100,FINR
2020-07-01 09:34:35:274,367.13,50,FINR
2020-07-01 09:34:35:274,367.09,100,ARCX
2020-07-01 09:34:35:276,367.1,4,XNGS
2020-07-01 09:34:35:276,367.09,96,XNGS
2020-07-01 09:34:35:276,367.09,100,ARCX
2020-07-01 09:34:35:276,367.09,4,XNGS
2020-07-01 09:34:35:276,367.09,4,XNGS
2020-07-01 09:34:35:276,367.09,4,XNGS
2020-07-01 09:34:35:276,367.08,96,XNGS
2020-07-01 09:34:35:276,367.08,4,XNGS
2020-07-01 09:34:35:276,367.08,100,XNGS
2020-07-01 09:34:35:276,367.09,2,PHLX
2020-07-01 09:34:35:276,367.07,90,XNGS
2020-07-01 09:34:35:276,367.08,2,XNGS
2020-07-01 09:34:35:276,367.08,4,XNGS
2020-07-01 09:34:35:276,367.08,76,XNGS
2020-07-01 09:34:35:276,367.08,18,XNGS
2020-07-01 09:34:35:276,367.1,9,XNGS
2020-07-01 09:34:35:276,367.1,91,XNGS
2020-07-01 09:34:35:277,367.1,100,XNGS
2020-07-01 09:34:35:278,367.08,10,BATS
2020-07-01 09:34:35:278,367.08,65,BATS
2020-07-01 09:34:35:278,367.085,125,BATS
2020-07-01 09:34:35:280,367.08,13,FINR
2020-07-01 09:34:35:289,367.09,100,ARCX
2020-07-01 09:34:35:297,367.08,9,FINR
2020-07-01 09:34:35:298,367.08,60,XNGS
2020-07-01 09:34:35:298,367.08,20,XNGS
2020-07-01 09:34:35:298,367.07,10,XNGS
2020-07-01 09:34:35:298,367.07,70,XNGS
2020-07-01 09:34:35:301,367.13,100,FINR
2020-07-01 09:34:35:340,367.11,30,FINR
2020-07-01 09:34:35:347,367.12,100,FINR
2020-07-01 09:34:35:347,367.12,100,FINR
2020-07-01 09:34:35:349,367.12,100,FINR
2020-07-01 09:34:35:369,367.1,10,FINR
2020-07-01 09:34:35:369,367.12,100,FINR
2020-07-01 09:34:35:396,367.08,10,XNGS
2020-07-01 09:34:35:397,367.08,20,XNGS
2020-07-01 09:34:35:397,367.07,30,XNGS
2020-07-01 09:34:35:397,367.07,50,XNGS
2020-07-01 09:34:35:398,367.08,10,XNGS
2020-07-01 09:34:35:398,367.07,50,XNGS
2020-07-01 09:34:35:398,367.07,70,XNGS
2020-07-01 09:34:35:398,367.06,100,XNGS
2020-07-01 09:34:35:398,367.07,100,XNGS
2020-07-01 09:34:35:398,367.06,68,XNGS
2020-07-01 09:34:35:399,367.06,11,ARCX
2020-07-01 09:34:35:399,367.08,150,XNGS
2020-07-01 09:34:35:399,367.08,100,ARCX
2020-07-01 09:34:35:401,367.06,298,FINR
2020-07-01 09:34:35:402,367.1,9,FINR
2020-07-01 09:34:35:409,367.07,1,XNAS
2020-07-01 09:34:35:409,367.07,105,XNGS
2020-07-01 09:34:35:409,367.07,100,XNGS
2020-07-01 09:34:35:409,367.06,12,PHLX
2020-07-01 09:34:35:409,367.07,2,XNGS
2020-07-01 09:34:35:409,367.06,21,XNGS
2020-07-01 09:34:35:413,367.0859,125,FINR
2020-07-01 09:34:35:419,367.08,52,FINR
2020-07-01 09:34:35:426,367.09,20,FINR
2020-07-01 09:34:35:426,367.09,10,FINR
2020-07-01 09:34:35:427,367.09,27,FINR
2020-07-01 09:34:35:511,367.08,25,FINR
2020-07-01 09:34:35:522,367.1,5,XNGS
2020-07-01 09:34:35:522,367.1,2,XNGS
2020-07-01 09:34:35:522,367.1,42,XNGS
2020-07-01 09:34:35:522,367.1,1,XNGS
2020-07-01 09:34:35:523,367.11,6,ARCX
2020-07-01 09:34:35:716,367.14,2,FINR
2020-07-01 09:34:35:869,367.13,100,FINR
