datetime,price,quantity,venue
2020-07-01 12:45:56:943,366.3,43,BATS
2020-07-01 12:45:56:943,366.29,43,BATS
2020-07-01 12:45:56:943,366.27,43,BATS
2020-07-01 12:45:56:943,366.25,43,BATS
2020-07-01 12:45:56:943,366.23,43,BATS
2020-07-01 12:45:56:943,366.24,480,ARCX
2020-07-01 12:45:56:943,366.19,46,ARCX
2020-07-01 12:45:56:943,366.18,4,ARCX
2020-07-01 12:45:56:943,366.16,54,ARCX
2020-07-01 12:45:56:944,366.35,100,XNGS
2020-07-01 12:45:56:944,366.35,3,XNGS
2020-07-01 12:45:56:944,366.35,1,XNGS
2020-07-01 12:45:56:944,366.34,10,XNGS
2020-07-01 12:45:56:944,366.33,100,XNGS
2020-07-01 12:45:56:944,366.33,3,XNGS
2020-07-01 12:45:56:944,366.32,100,XNGS
2020-07-01 12:45:56:944,366.31,100,XNGS
2020-07-01 12:45:56:944,366.3,1,XNGS
2020-07-01 12:45:56:944,366.3,482,XNGS
2020-07-01 12:45:56:944,366.43,10,XNAS
2020-07-01 12:45:56:944,366.43,9,XNAS
2020-07-01 12:45:56:945,366.43,1,XNAS
2020-07-01 12:45:56:945,366.16,46,ARCX
2020-07-01 12:45:56:945,366.15,1,ARCX
2020-07-01 12:45:56:945,366.15,100,ARCX
2020-07-01 12:45:56:945,366.15,1,ARCX
2020-07-01 12:45:56:945,366.59,20,PHLX
2020-07-01 12:45:56:945,367.09,200,FINR
2020-07-01 12:45:56:946,366.08,1,EDGX
2020-07-01 12:45:56:946,366.07,100,EDGX
2020-07-01 12:45:56:946,366.8,13,FINR
2020-07-01 12:45:56:946,366.53,10,PHLX
2020-07-01 12:45:56:946,366.38,105,ARCX
2020-07-01 12:45:56:946,366.38,105,ARCX
2020-07-01 12:45:56:946,366.49,20,PHLX
2020-07-01 12:45:56:947,366.35,3,XNYS
2020-07-01 12:45:56:947,366.49,5,PHLX
2020-07-01 12:45:56:947,366.48,10,PHLX
2020-07-01 12:45:56:947,366.46,5,PHLX
2020-07-01 12:45:56:948,366.46,5,PHLX
2020-07-01 12:45:56:948,366.3,9,XNGS
2020-07-01 12:45:56:949,366.3,71,XNGS
2020-07-01 12:45:56:949,366.81,45,XNGS
2020-07-01 12:45:56:949,366.81,55,XNGS
2020-07-01 12:45:56:949,366.88,8,XNGS
2020-07-01 12:45:56:950,366.79,27,XNGS
2020-07-01 12:45:56:950,366.79,18,XNGS
2020-07-01 12:45:56:950,366.3,12,XNGS
2020-07-01 12:45:56:950,366.36,100,XNAS
2020-07-01 12:45:56:951,366.77,22,XNGS
2020-07-01 12:45:56:952,366.31,100,XNYS
2020-07-01 12:45:56:952,366.1,100,ARCX
2020-07-01 12:45:56:952,366.1,5,ARCX
2020-07-01 12:45:56:952,366.75,44,XNGS
2020-07-01 12:45:56:953,366.75,23,XNGS
2020-07-01 12:45:56:954,366.15,5,FINR
2020-07-01 12:45:56:955,366.3,26,XNGS
2020-07-01 12:45:56:955,366.29,14,XNGS
2020-07-01 12:45:56:955,366.39,40,XNGS
2020-07-01 12:45:56:955,366.49,9,FINR
2020-07-01 12:45:56:956,366.43,9,FINR
2020-07-01 12:45:56:956,366.39,5,XNGS
2020-07-01 12:45:56:956,366.29,86,XNGS
2020-07-01 12:45:56:956,366.27,2,XNGS
2020-07-01 12:45:56:956,366.26,7,XNGS
2020-07-01 12:45:56:956,366.38,9,FINR
2020-07-01 12:45:56:956,366.32,1,FINR
2020-07-01 12:45:56:957,366.36,9,PHLX
2020-07-01 12:45:56:957,366.26,18,XNGS
2020-07-01 12:45:56:957,366.26,1,XNGS
2020-07-01 12:45:56:957,366.25,10,XNGS
2020-07-01 12:45:56:957,366.25,71,XNGS
2020-07-01 12:45:56:957,366.3,1,FINR
2020-07-01 12:45:56:957,366.25,75,XNGS
2020-07-01 12:45:56:958,366.86,63,XNGS
2020-07-01 12:45:56:958,366.28,9,FINR
2020-07-01 12:45:56:958,366.25,160,XNGS
2020-07-01 12:45:56:959,366.28,3,FINR
2020-07-01 12:45:56:960,366.24,9,FINR
2020-07-01 12:45:56:960,366.23,9,FINR
2020-07-01 12:45:56:960,366.73,21,BATS
2020-07-01 12:45:56:960,366.73,45,BATS
2020-07-01 12:45:56:960,366.22,3,FINR
2020-07-01 12:45:56:961,366.25,100,XNGS
2020-07-01 12:45:56:961,366.26,100,XNYS
2020-07-01 12:45:56:962,366.88,63,XNGS
2020-07-01 12:45:56:962,366.25,100,XNGS
2020-07-01 12:45:56:963,366.25,20,XNGS
2020-07-01 12:45:56:964,366.3,55,XNGS
2020-07-01 12:45:56:964,366.25,245,XNGS
2020-07-01 12:45:56:964,366.19,22,FINR
2020-07-01 12:45:56:964,366.25,10,XNGS
2020-07-01 12:45:56:964,366.86,100,IEXG
2020-07-01 12:45:56:965,366.25,100,XNAS
2020-07-01 12:45:56:966,366.69,40,XNGS
2020-07-01 12:45:56:966,366.75,60,XNGS
2020-07-01 12:45:56:967,366.25,1600,XNGS
2020-07-01 12:45:56:967,366.34,100,BATS
2020-07-01 12:45:56:967,366.34,100,BATS
2020-07-01 12:45:56:968,366.25,10,XNGS
2020-07-01 12:45:56:968,366.25,100,XNGS
2020-07-01 12:45:56:968,366.825,50,FINR
2020-07-01 12:45:56:968,366.25,100,XNGS
2020-07-01 12:45:56:969,366.75,40,XNGS
2020-07-01 12:45:56:969,366.75,60,XNGS
2020-07-01 12:45:56:969,366.6,10,FINR
2020-07-01 12:45:56:969,366.25,10,XNGS
2020-07-01 12:45:56:971,366.25,100,XNAS
2020-07-01 12:45:56:971,366.55,2,XNAS
2020-07-01 12:45:56:971,366.57,2,XNAS
2020-07-01 12:45:56:971,366.59,2,XNAS
2020-07-01 12:45:56:972,366.56,30,BATS
2020-07-01 12:45:56:972,366.76,150,XNGS
2020-07-01 12:45:56:972,366.71,5,EDGX
2020-07-01 12:45:56:972,366.65,56,XNGS
2020-07-01 12:45:56:973,366.34,10,BATS
2020-07-01 12:45:56:973,366.73,15,XNGS
2020-07-01 12:45:56:974,366.78,16,XNGS
2020-07-01 12:45:56:974,366.76,25,XNGS
2020-07-01 12:45:56:974,366.76,16,XNGS
2020-07-01 12:45:56:975,366.34,10,BATS
2020-07-01 12:45:56:976,366.67,56,XNGS
2020-07-01 12:45:56:976,366.61,56,XNGS
2020-07-01 12:45:56:976,366.3,45,XNGS
2020-07-01 12:45:56:976,366.25,143,XNGS
2020-07-01 12:45:56:976,366.34,10,BATS
2020-07-01 12:45:56:977,366.34,10,BATS
2020-07-01 12:45:56:977,366.34,10,BATS
2020-07-01 12:45:56:978,366.35,10,BATS
2020-07-01 12:45:56:978,366.25,100,XNGS
2020-07-01 12:45:56:979,366.3,100,XNAS
2020-07-01 12:45:56:981,366.3,100,XNAS
2020-07-01 12:45:56:982,366.25,100,XNAS
2020-07-01 12:45:56:982,366.78,45,XNGS
2020-07-01 12:45:56:982,366.78,4,XNGS
2020-07-01 12:45:56:982,366.78,17,XNGS
2020-07-01 12:45:56:983,366.34,10,XNAS
2020-07-01 12:45:56:984,366.69,56,XNGS
2020-07-01 12:45:56:984,366.67,31,XNGS
2020-07-01 12:45:56:984,366.25,13,XNGS
2020-07-01 12:45:56:984,366.69,100,XNGS
2020-07-01 12:45:56:984,366.25,400,XNGS
2020-07-01 12:45:56:985,366.69,75,XNGS
2020-07-01 12:45:56:985,366.69,25,XNGS
2020-07-01 12:45:56:985,366.25,800,XNGS
2020-07-01 12:45:56:986,366.25,300,XNGS
2020-07-01 12:45:56:988,366.38,45,XNGS
2020-07-01 12:45:56:988,366.25,300,XNGS
2020-07-01 12:45:56:988,366.25,43,XNGS
2020-07-01 12:45:56:988,366.25,57,XNGS
2020-07-01 12:45:56:988,366.25,200,XNGS
2020-07-01 12:45:56:988,366.25,18,XNGS
2020-07-01 12:45:56:988,366.25,1,XNGS
2020-07-01 12:45:56:989,366.25,50,XNGS
2020-07-01 12:45:56:989,366.25,31,XNGS
2020-07-01 12:45:56:989,366.25,100,XNGS
2020-07-01 12:45:56:989,366.25,100,XNGS
2020-07-01 12:45:56:989,366.25,69,XNGS
2020-07-01 12:45:56:989,366.24,10,XNGS
2020-07-01 12:45:56:989,366.24,5,XNGS
2020-07-01 12:45:56:989,366.23,4,XNGS
2020-07-01 12:45:56:989,366.23,1,XNGS
2020-07-01 12:45:56:989,366.23,1,XNGS
2020-07-01 12:45:56:989,366.22,1,XNGS
2020-07-01 12:45:56:989,366.21,2,XNGS
2020-07-01 12:45:56:989,366.21,1,XNGS
2020-07-01 12:45:56:989,366.21,6,XNGS
2020-07-01 12:45:56:990,366.3,1,XASE
2020-07-01 12:45:56:990,366.21,100,XNGS
2020-07-01 12:45:56:991,366.73,1,XNGS
2020-07-01 12:45:56:991,366.7,13,XNGS
2020-07-01 12:45:56:991,366.7,87,XNGS
2020-07-01 12:45:56:992,366.59,56,XNGS
2020-07-01 12:45:56:992,366.21,44,XNGS
2020-07-01 12:45:56:993,366.27,1,XASE
2020-07-01 12:45:56:993,366.63,56,XNGS
2020-07-01 12:45:56:996,366.38,24,XNGS
2020-07-01 12:45:56:996,366.45,100,FINR
2020-07-01 12:45:56:997,366.63,45,XNGS
2020-07-01 12:45:56:997,366.66,2,XNGS
2020-07-01 12:45:56:998,366.65,45,XNGS
2020-07-01 12:45:57:000,366.68,79,XNGS
2020-07-01 12:45:57:000,366.73,4,XNGS
2020-07-01 12:45:57:000,366.73,33,XNGS
2020-07-01 12:45:57:001,366.37,62,XNAS
2020-07-01 12:45:57:002,366.38,100,BATS
2020-07-01 12:45:57:002,366.38,40,BATS
2020-07-01 12:45:57:002,366.34,47,BATS
2020-07-01 12:45:57:002,366.34,90,XNAS
2020-07-01 12:45:57:003,366.25,100,XNAS
2020-07-01 12:45:57:004,366.36,100,FINR
2020-07-01 12:45:57:004,366.64,21,XNGS
2020-07-01 12:45:57:004,366.28,50,XNGS
2020-07-01 12:45:57:004,366.25,29,XNGS
2020-07-01 12:45:57:004,366.54,2,XNAS
2020-07-01 12:45:57:004,366.55,2,XNAS
2020-07-01 12:45:57:004,366.55,2,XNAS
2020-07-01 12:45:57:004,366.57,2,XNAS
2020-07-01 12:45:57:004,366.59,2,XNAS
2020-07-01 12:45:57:004,366.61,2,XNAS
2020-07-01 12:45:57:005,366.55,2,PHLX
2020-07-01 12:45:57:005,366.55,100,XNAS
2020-07-01 12:45:57:005,366.73,100,XNGS
2020-07-01 12:45:57:005,366.54,5,XNAS
2020-07-01 12:45:57:005,366.55,5,XNAS
2020-07-01 12:45:57:005,366.56,30,BATS
2020-07-01 12:45:57:005,366.59,100,BATS
2020-07-01 12:45:57:005,366.56,20,EDGX
2020-07-01 12:45:57:005,366.59,90,BATS
2020-07-01 12:45:57:005,366.57,95,EDGX
2020-07-01 12:45:57:005,366.57,27,EDGX
2020-07-01 12:45:57:005,366.59,10,BATS
2020-07-01 12:45:57:005,366.57,3,EDGX
2020-07-01 12:45:57:005,366.57,24,EDGX
2020-07-01 12:45:57:005,366.57,3,EDGX
2020-07-01 12:45:57:006,366.75,6,XNGS
2020-07-01 12:45:57:006,366.5,75,XNGS
2020-07-01 12:45:57:006,366.71,56,XNGS
2020-07-01 12:45:57:006,366.5,244,XNGS
2020-07-01 12:45:57:006,366.51,21,XNGS
2020-07-01 12:45:57:006,366.73,61,XNGS
2020-07-01 12:45:57:006,366.5,39,XNGS
2020-07-01 12:45:57:007,366.5,342,XNGS
2020-07-01 12:45:57:007,366.79,700,FINR
2020-07-01 12:45:57:008,366.35,100,XNAS
2020-07-01 12:45:57:011,366.7,45,XNGS
2020-07-01 12:45:57:012,366.7,55,XNGS
2020-07-01 12:45:57:012,366.73,1,XNGS
2020-07-01 12:45:57:012,366.69,45,XNGS
2020-07-01 12:45:57:012,366.61,10,XNGS
2020-07-01 12:45:57:013,366.61,4,XNGS
2020-07-01 12:45:57:013,366.61,4,XNGS
2020-07-01 12:45:57:013,366.61,2,XNGS
2020-07-01 12:45:57:013,366.69,2,XNGS
2020-07-01 12:45:57:013,366.34,90,FINR
2020-07-01 12:45:57:014,366.25,1,EDGA
2020-07-01 12:45:57:014,366.69,45,XNGS
2020-07-01 12:45:57:014,366.69,45,XNGS
2020-07-01 12:45:57:014,366.69,4,XNGS
2020-07-01 12:45:57:015,366.67,2,XNGS
2020-07-01 12:45:57:017,366.57,56,XNGS
2020-07-01 12:45:57:017,366.56,6,XNGS
2020-07-01 12:45:57:017,366.53,38,XNGS
2020-07-01 12:45:57:018,366.53,12,XNGS
2020-07-01 12:45:57:018,366.53,6,XNGS
2020-07-01 12:45:57:018,366.51,56,XNGS
2020-07-01 12:45:57:022,366.49,5,XNAS
2020-07-01 12:45:57:022,366.34,15,FINR
2020-07-01 12:45:57:023,366.49,5,PHLX
2020-07-01 12:45:57:023,366.79,1000,FINR
2020-07-01 12:45:57:024,366.34,10,FINR
2020-07-01 12:45:57:024,366.48,5,XNAS
2020-07-01 12:45:57:025,366.51,50,XNGS
2020-07-01 12:45:57:025,366.5,50,XNGS
2020-07-01 12:45:57:028,366.68,50,BATS
2020-07-01 12:45:57:028,366.69,8,BATS
2020-07-01 12:45:57:028,366.68,25,BATS
2020-07-01 12:45:57:028,366.69,67,BATS
2020-07-01 12:45:57:029,366.54,30,PHLX
2020-07-01 12:45:57:029,366.48,5,PHLX
2020-07-01 12:45:57:030,366.51,50,XNGS
2020-07-01 12:45:57:030,366.5,31,XNGS
2020-07-01 12:45:57:030,366.5,19,XNGS
2020-07-01 12:45:57:030,366.34,50,EDGX
2020-07-01 12:45:57:030,366.5,1,XNGS
2020-07-01 12:45:57:030,366.49,99,XNGS
2020-07-01 12:45:57:037,367.09,100,FINR
2020-07-01 12:45:57:039,366.45,100,XNGS
2020-07-01 12:45:57:043,366.66,67,XNGS
2020-07-01 12:45:57:043,366.34,1,EDGX
2020-07-01 12:45:57:043,366.4,9,XNGS
2020-07-01 12:45:57:043,366.66,23,XNGS
2020-07-01 12:45:57:044,366.34,10,EDGX
2020-07-01 12:45:57:045,366.69,800,FINR
2020-07-01 12:45:57:045,366.55,45,XNGS
2020-07-01 12:45:57:045,366.65,10,XNGS
2020-07-01 12:45:57:045,366.68,9,XNGS
2020-07-01 12:45:57:045,366.54,5,XNAS
2020-07-01 12:45:57:046,366.54,2,PHLX
2020-07-01 12:45:57:046,366.55,229,XNGS
2020-07-01 12:45:57:046,366.54,5,XNAS
2020-07-01 12:45:57:046,366.54,5,XNAS
2020-07-01 12:45:57:046,366.54,2,PHLX
2020-07-01 12:45:57:046,366.55,229,XNGS
2020-07-01 12:45:57:046,366.54,2,XNAS
2020-07-01 12:45:57:046,366.54,2,PHLX
2020-07-01 12:45:57:046,366.34,100,FINR
2020-07-01 12:45:57:046,366.38,100,EDGX
2020-07-01 12:45:57:046,366.35,100,EDGX
2020-07-01 12:45:57:047,366.52,2,XNAS
2020-07-01 12:45:57:047,366.52,2,XNAS
2020-07-01 12:45:57:047,366.52,2,PHLX
2020-07-01 12:45:57:047,366.52,2,XNAS
2020-07-01 12:45:57:047,366.53,10,EDGX
2020-07-01 12:45:57:047,366.53,10,BATS
2020-07-01 12:45:57:047,366.52,2,XNAS
2020-07-01 12:45:57:047,366.55,43,EDGX
2020-07-01 12:45:57:047,366.57,57,EDGX
2020-07-01 12:45:57:047,366.57,2,XNAS
2020-07-01 12:45:57:048,366.57,2,XNAS
2020-07-01 12:45:57:048,366.34,139,EDGX
2020-07-01 12:45:57:049,366.45,5,XNAS
2020-07-01 12:45:57:049,366.45,2,PHLX
2020-07-01 12:45:57:049,366.45,5,XNAS
2020-07-01 12:45:57:049,366.49,100,FINR
2020-07-01 12:45:57:049,366.49,100,FINR
2020-07-01 12:45:57:050,366.35,200,EDGX
2020-07-01 12:45:57:050,366.34,100,EDGX
2020-07-01 12:45:57:052,366.34,200,EDGX
2020-07-01 12:45:57:053,366.34,200,EDGX
2020-07-01 12:45:57:053,366.32,50,BATS
2020-07-01 12:45:57:053,366.3,50,BATS
2020-07-01 12:45:57:054,366.36,100,FINR
2020-07-01 12:45:57:054,366.35,100,BATS
2020-07-01 12:45:57:054,366.41,5,XNAS
2020-07-01 12:45:57:054,366.41,2,PHLX
2020-07-01 12:45:57:054,366.41,5,XNAS
2020-07-01 12:45:57:054,366.41,2,PHLX
2020-07-01 12:45:57:054,366.42,10,BATS
2020-07-01 12:45:57:054,366.41,5,XNAS
2020-07-01 12:45:57:054,366.42,10,EDGX
2020-07-01 12:45:57:054,366.48,10,BATS
2020-07-01 12:45:57:054,366.48,10,EDGX
2020-07-01 12:45:57:054,366.41,2,PHLX
2020-07-01 12:45:57:057,366.35,50,BATS
2020-07-01 12:45:57:057,366.34,250,BATS
2020-07-01 12:45:57:060,366.61,36,BATS
2020-07-01 12:45:57:060,366.61,36,EDGX
2020-07-01 12:45:57:061,366.58,2,XNAS
2020-07-01 12:45:57:061,366.58,2,XNAS
2020-07-01 12:45:57:061,366.58,2,XNAS
2020-07-01 12:45:57:061,366.58,2,XNAS
2020-07-01 12:45:57:061,366.58,2,XNAS
2020-07-01 12:45:57:061,366.58,2,XNAS
2020-07-01 12:45:57:065,366.59,2,XNAS
2020-07-01 12:45:57:065,366.59,2,XNAS
2020-07-01 12:45:57:065,366.5,21,XNGS
2020-07-01 12:45:57:066,366.5,100,XNGS
2020-07-01 12:45:57:068,366.5,2,XNGS
2020-07-01 12:45:57:068,366.5,2,XNGS
2020-07-01 12:45:57:068,366.5,2,XNGS
2020-07-01 12:45:57:068,366.5,2,XNGS
2020-07-01 12:45:57:068,366.5,4,XNGS
2020-07-01 12:45:57:070,366.49,100,PHLX
2020-07-01 12:45:57:070,366.5,10,XNGS
2020-07-01 12:45:57:070,366.5,100,XNGS
2020-07-01 12:45:57:070,366.58,52,XNGS
2020-07-01 12:45:57:070,366.5,119,XNGS
2020-07-01 12:45:57:074,366.52,20,XNGS
2020-07-01 12:45:57:074,366.56,20,XNGS
2020-07-01 12:45:57:074,366.6,31,XNGS
2020-07-01 12:45:57:094,366.53,50,XNAS
2020-07-01 12:45:57:094,366.54,50,XNAS
2020-07-01 12:45:57:094,366.54,300,EDGX
2020-07-01 12:45:57:094,366.53,300,EDGX
2020-07-01 12:45:57:095,366.53,15,BATS
2020-07-01 12:45:57:095,366.53,185,BATS
2020-07-01 12:45:57:095,366.53,12,XNGS
2020-07-01 12:45:57:095,366.54,25,XNGS
2020-07-01 12:45:57:095,366.54,50,XNGS
2020-07-01 12:45:57:095,366.54,12,XNGS
2020-07-01 12:45:57:095,366.55,67,BATS
2020-07-01 12:45:57:095,366.54,24,XNGS
2020-07-01 12:45:57:095,366.53,100,BATS
2020-07-01 12:45:57:095,366.53,1,BATS
2020-07-01 12:45:57:096,366.53,199,BATS
2020-07-01 12:45:57:096,366.54,89,XNGS
2020-07-01 12:45:57:096,366.55,30,BATS
2020-07-01 12:45:57:096,366.55,150,BATS
2020-07-01 12:45:57:096,366.55,20,BATS
2020-07-01 12:45:57:097,366.54,171,EDGX
2020-07-01 12:45:57:100,366.54,45,XNGS
2020-07-01 12:45:57:100,366.54,75,EDGX
2020-07-01 12:45:57:101,366.54,100,XNGS
2020-07-01 12:45:57:101,366.54,1,EDGX
2020-07-01 12:45:57:102,366.54,53,EDGX
2020-07-01 12:45:57:102,366.54,155,XNGS
2020-07-01 12:45:57:102,366.56,5,XNAS
2020-07-01 12:45:57:102,366.55,200,BATS
2020-07-01 12:45:57:103,366.56,10,BATS
2020-07-01 12:45:57:103,366.56,10,EDGX
2020-07-01 12:45:57:103,366.55,300,BATS
2020-07-01 12:45:57:103,366.56,75,EDGX
2020-07-01 12:45:57:103,366.56,25,EDGX
2020-07-01 12:45:57:103,366.55,75,ARCX
2020-07-01 12:45:57:106,366.56,2,XNAS
2020-07-01 12:45:57:106,366.57,2,XNAS
2020-07-01 12:45:57:106,366.55,25,ARCX
2020-07-01 12:45:57:106,366.56,25,ARCX
2020-07-01 12:45:57:108,366.52,45,XNGS
2020-07-01 12:45:57:108,366.52,5,XNAS
2020-07-01 12:45:57:111,366.45,45,XNGS
2020-07-01 12:45:57:111,366.41,45,XNGS
2020-07-01 12:45:57:111,366.55,150,XNGS
2020-07-01 12:45:57:111,366.6,50,XNGS
2020-07-01 12:45:57:111,366.54,5,XNAS
2020-07-01 12:45:57:111,366.54,2,PHLX
2020-07-01 12:45:57:111,366.47,2,XNYS
2020-07-01 12:45:57:111,366.49,2,XNAS
2020-07-01 12:45:57:111,366.47,42,ARCX
2020-07-01 12:45:57:111,366.49,2,XNAS
2020-07-01 12:45:57:111,366.49,2,PHLX
2020-07-01 12:45:57:111,366.49,2,XNAS
2020-07-01 12:45:57:111,366.5,42,ARCX
2020-07-01 12:45:57:112,366.59,5,PHLX
2020-07-01 12:45:57:112,366.6,5,PHLX
2020-07-01 12:45:57:112,366.69,90,PHLX
2020-07-01 12:45:57:112,366.52,2,XNAS
2020-07-01 12:45:57:112,366.52,2,XNAS
2020-07-01 12:45:57:112,366.6,19,XNGS
2020-07-01 12:45:57:112,366.61,10,XNGS
2020-07-01 12:45:57:112,366.62,100,XNGS
2020-07-01 12:45:57:112,366.56,18,XNAS
2020-07-01 12:45:57:112,366.57,82,XNAS
2020-07-01 12:45:57:112,366.52,3,XNAS
2020-07-01 12:45:57:112,366.5,2,XNYS
2020-07-01 12:45:57:112,366.52,7,PHLX
2020-07-01 12:45:57:112,366.52,3,XNAS
2020-07-01 12:45:57:112,366.53,42,ARCX
2020-07-01 12:45:57:112,366.56,42,ARCX
2020-07-01 12:45:57:112,366.56,75,ARCX
2020-07-01 12:45:57:112,366.57,25,ARCX
2020-07-01 12:45:57:112,366.57,100,EDGX
2020-07-01 12:45:57:112,366.57,75,ARCX
2020-07-01 12:45:57:113,366.56,150,XNGS
2020-07-01 12:45:57:113,366.56,3,XNAS
2020-07-01 12:45:57:113,366.56,7,PHLX
2020-07-01 12:45:57:120,366.45,100,ARCX
2020-07-01 12:45:57:120,366.44,100,XNYS
2020-07-01 12:45:57:120,366.49,10,EDGX
2020-07-01 12:45:57:120,366.45,100,EDGX
2020-07-01 12:45:57:120,366.49,10,BATS
2020-07-01 12:45:57:120,366.45,100,BATS
2020-07-01 12:45:57:120,366.4,91,XNAS
2020-07-01 12:45:57:120,366.4,91,PHLX
2020-07-01 12:45:57:120,366.4,9,PHLX
2020-07-01 12:45:57:120,366.4,100,PHLX
2020-07-01 12:45:57:120,366.4,100,PHLX
2020-07-01 12:45:57:120,366.44,100,ARCX
2020-07-01 12:45:57:120,366.46,2,XNGS
2020-07-01 12:45:57:120,366.46,3,XNGS
2020-07-01 12:45:57:120,366.46,2,XNGS
2020-07-01 12:45:57:120,366.42,400,EDGX
2020-07-01 12:45:57:121,366.4,100,ARCX
2020-07-01 12:45:57:124,366.47,7,XNGS
2020-07-01 12:45:57:124,366.47,6,XNGS
2020-07-01 12:45:57:124,366.47,32,XNGS
2020-07-01 12:45:57:124,366.48,20,EDGX
2020-07-01 12:45:57:125,366.44,45,XNGS
2020-07-01 12:45:57:125,366.41,50,XNGS
2020-07-01 12:45:57:125,366.39,41,XNGS
2020-07-01 12:45:57:133,366.48,5,XNAS
2020-07-01 12:45:57:134,366.48,100,XNYS
2020-07-01 12:45:57:134,366.48,56,XNGS
2020-07-01 12:45:57:155,366.44,100,XNYS
2020-07-01 12:45:57:178,366.48,72,XNGS
2020-07-01 12:45:57:178,366.49,28,XNGS
2020-07-01 12:45:57:178,366.47,5,XNAS
2020-07-01 12:45:57:178,366.49,28,XNGS
2020-07-01 12:45:57:178,366.5,56,XNGS
2020-07-01 12:45:57:178,366.51,44,XNGS
2020-07-01 12:45:57:178,366.49,5,XNAS
2020-07-01 12:45:57:178,366.51,12,XNGS
2020-07-01 12:45:57:178,366.5,5,XNAS
2020-07-01 12:45:57:180,366.47,72,XNGS
2020-07-01 12:45:57:191,366.48,35,FINR
2020-07-01 12:45:57:211,366.5,36,XNGS
2020-07-01 12:45:57:212,366.5,100,XNYS
2020-07-01 12:45:57:214,366.5,90,XNGS
2020-07-01 12:45:57:214,366.5,317,EDGX
2020-07-01 12:45:57:214,366.5,183,EDGX
2020-07-01 12:45:57:215,366.49,100,XNGS
2020-07-01 12:45:57:216,366.49,100,EDGX
2020-07-01 12:45:57:216,366.49,100,XNGS
2020-07-01 12:45:57:218,366.4413,25,FINR
2020-07-01 12:45:57:221,366.44,10,BATS
2020-07-01 12:45:57:232,366.48,20,EDGX
2020-07-01 12:45:57:232,366.49,100,EDGX
2020-07-01 12:45:57:235,366.455,35,FINR
2020-07-01 12:45:57:244,366.51,34,BATS
2020-07-01 12:45:57:244,366.51,66,BATS
2020-07-01 12:45:57:244,366.51,100,EDGX
2020-07-01 12:45:57:253,366.46,17,XNGS
2020-07-01 12:45:57:253,366.46,45,EDGX
2020-07-01 12:45:57:253,366.46,55,EDGX
2020-07-01 12:45:57:254,366.46,10,BATS
2020-07-01 12:45:57:254,366.46,55,XNGS
2020-07-01 12:45:57:300,366.45,72,XNGS
2020-07-01 12:45:57:304,366.45,5,XNGS
2020-07-01 12:45:57:305,366.43,62,ARCX
2020-07-01 12:45:57:305,366.43,38,ARCX
2020-07-01 12:45:57:305,366.45,100,XNGS
2020-07-01 12:45:57:305,366.45,50,XNGS
2020-07-01 12:45:57:305,366.42,90,BATS
2020-07-01 12:45:57:305,366.39,100,XNGS
2020-07-01 12:45:57:305,366.38,100,BATS
2020-07-01 12:45:57:305,366.37,200,BATS
2020-07-01 12:45:57:305,366.36,100,BATS
2020-07-01 12:45:57:306,366.35,100,XNGS
2020-07-01 12:45:57:306,366.35,100,XNGS
2020-07-01 12:45:57:306,366.34,50,BATS
2020-07-01 12:45:57:306,366.34,100,BATS
2020-07-01 12:45:57:306,366.39,100,EDGX
2020-07-01 12:45:57:306,366.34,200,EDGX
2020-07-01 12:45:57:309,366.4,100,XNGS
2020-07-01 12:45:57:309,366.41,2,XNGS
2020-07-01 12:45:57:309,366.41,2,XNGS
2020-07-01 12:45:57:310,366.41,100,BATS
2020-07-01 12:45:57:310,366.41,2,XNGS
2020-07-01 12:45:57:310,366.41,2,XNGS
2020-07-01 12:45:57:310,366.41,2,XNGS
2020-07-01 12:45:57:310,366.41,2,XNGS
2020-07-01 12:45:57:310,366.41,30,XNGS
2020-07-01 12:45:57:310,366.41,58,XNGS
2020-07-01 12:45:57:311,366.41,100,ARCX
2020-07-01 12:45:57:314,366.44,100,XNGS
2020-07-01 12:45:57:314,366.38,100,BATS
2020-07-01 12:45:57:314,366.38,100,EDGX
2020-07-01 12:45:57:314,366.38,200,EDGX
2020-07-01 12:45:57:317,366.39,100,ARCX
2020-07-01 12:45:57:318,366.39,100,ARCX
2020-07-01 12:45:57:319,366.37,10,EDGX
2020-07-01 12:45:57:319,366.38,100,ARCX
2020-07-01 12:45:57:319,366.37,10,BATS
2020-07-01 12:45:57:326,366.34,73,XNGS
2020-07-01 12:45:57:326,366.34,129,XNGS
2020-07-01 12:45:57:326,366.34,129,BATS
2020-07-01 12:45:57:336,366.35,100,ARCX
2020-07-01 12:45:57:337,366.34,98,XNGS
2020-07-01 12:45:57:337,366.34,71,BATS
2020-07-01 12:45:57:337,366.34,200,EDGX
2020-07-01 12:45:57:338,366.34,100,XNGS
2020-07-01 12:45:57:338,366.34,200,XNGS
2020-07-01 12:45:57:338,366.34,100,XNGS
2020-07-01 12:45:57:338,366.34,100,XNGS
2020-07-01 12:45:57:338,366.35,100,XNGS
2020-07-01 12:45:57:338,366.35,50,XNGS
2020-07-01 12:45:57:338,366.36,10,XNAS
2020-07-01 12:45:57:338,366.35,50,XNGS
2020-07-01 12:45:57:338,366.34,28,EDGX
2020-07-01 12:45:57:342,366.37,10,EDGX
